"","sa2_area","total_pop","male","female","overseas","childcare","employ","oc_positive","oc_negative","sp_male","sp_female","sp_total","student","age0","age10","age20","age30","age40","age50","age60","age70","age80","age90","age100","below_median_inc","above_median_rent","yr12_perc","bach_perc","IRSD","IRSAD","major_cities","inner_regional","outer_regional","remote","very_remote","SA2_MAINCODE_2016","SA2_5DIGIT","GCC_NAME","time_to_orange","time_to_nowra","time_to_canberra","time_to_port","time_to_rpa","time_to_westmead","shortest_time"
"250","Kyogle",7312,50.382932166302,49.617067833698,19.9671772428884,18.941466083151,3.52844638949672,66.2038404726736,3.8109305760709,1.08041575492341,3.8019693654267,4.88238512035011,19.2833698030635,774,855,520,584,907,1294,1309,640,355,81,0,0.732348596750369,0.00384047267355982,0.258068927789934,0.0953227571115974,"2","2",0,0.873855243722304,0.12466765140325,0,0,112021247,11247,"Rest of NSW",42169.0345561162s (~11.71 hours),43242.9068730397s (~12.01 hours),47471.3068730397s (~13.19 hours),19459.1068730397s (~5.41 hours),35939.7068730397s (~9.98 hours),35338.2068730397s (~9.82 hours),19459.1068730397s (~5.41 hours)
"251","Lismore",15282,48.8679492213061,51.1385944248135,17.6678445229682,20.1936919251407,4.47585394581861,61.3314244810308,3.66499642090193,1.29564193168433,5.33961523360817,6.6352571652925,24.5321293024473,1698,1882,2050,1776,1968,2230,1820,1060,625,177,3,0.720687186828919,0.0243378668575519,0.324630283994242,0.136042402826855,"2","1",0,1,0,0,0,112021248,11248,"Rest of NSW",41804.8579414259s (~11.61 hours),41324.8169395343s (~11.48 hours),45553.2169395343s (~12.65 hours),17541.0169395343s (~4.87 hours),34021.6169395343s (~9.45 hours),33420.1169395343s (~9.28 hours),17541.0169395343s (~4.87 hours)
"252","Lismore Region",15028,50.2861325525685,49.6939047112057,20.6414692573862,22.9904178866117,3.02102741549108,65.5945569815989,3.71114890985001,0.851743412297046,3.2206547777482,4.07239819004525,22.4913494809689,1670,2041,1003,1401,2157,2835,2531,1000,352,41,6,0.651152002474099,0.0282975104376063,0.354205483098217,0.169816342826723,"5","5",0,1,0,0,0,112021249,11249,"Rest of NSW",42756.5467202765s (~11.88 hours),42364.3199109457s (~11.77 hours),46592.7199109457s (~12.94 hours),18580.5199109457s (~5.16 hours),35061.1199109457s (~9.74 hours),34459.6199109457s (~9.57 hours),18580.5199109457s (~5.16 hours)
"253","Kingscliff - Fingal Head",13150,48.9429657794677,51.06463878327,21.7110266159696,23.1939163498099,2.7148288973384,61.7765814266487,2.77590847913863,0.828897338403042,3.32319391634981,4.15209125475285,21.574144486692,1588,1572,1011,1454,1765,1917,1867,1213,618,132,3,0.59185733512786,0.131393001345895,0.360456273764259,0.152319391634981,"6","6",1,0,0,0,0,112031250,11250,"Rest of NSW",46268.9280880121s (~12.85 hours),44681.2280880121s (~12.41 hours),48909.6280880121s (~13.59 hours),20897.4280880121s (~5.8 hours),37378.0280880121s (~10.38 hours),36776.5280880121s (~10.22 hours),20897.4280880121s (~5.8 hours)
"254","Murwillumbah",8942,47.2713039588459,52.6951464996645,18.9443077611273,21.6730038022814,3.05300827555357,67.2764751352744,3.27235248647256,1.07358532766719,5.09953030641915,6.17311563408633,22.4558264370387,1118,1106,735,930,1091,1272,1165,814,532,164,8,0.741046122133471,0.0584900798763205,0.279132185193469,0.098300156564527,"2","2",0.998969337799536,0.0010306622004638,0,0,0,112031251,11251,"Rest of NSW",45884.5623151053s (~12.75 hours),44935.4424697445s (~12.48 hours),49163.8424697445s (~13.66 hours),21151.6424697445s (~5.88 hours),37632.2424697445s (~10.45 hours),37030.7424697445s (~10.29 hours),21151.6424697445s (~5.88 hours)
"255","Murwillumbah Region",9653,51.0514865844815,48.969232362996,23.878586967782,21.5787837977831,2.96280948927794,62.7763251723318,3.94580461136202,1.14990158499948,3.2839531751787,4.43385476017818,20.5428364239097,1062,1169,751,872,1285,1850,1675,678,279,34,0,0.640836700736867,0.0404088424055146,0.316378327980939,0.130425774370662,"4","4",0.0653672450677442,0.934157356786309,0,0,0,112031252,11252,"Rest of NSW",46105.3908385093s (~12.81 hours),45229.4662008282s (~12.56 hours),49457.8662008282s (~13.74 hours),21445.6662008282s (~5.96 hours),37926.2662008282s (~10.54 hours),37324.7662008282s (~10.37 hours),21445.6662008282s (~5.96 hours)
"256","Pottsville",13181,48.9492451255595,51.0962749412032,19.8315757529778,24.6642895076246,2.93604430619832,66.9953388311223,2.63535317318035,0.842121235111145,3.66436537440255,4.50648660951369,23.139367271072,1849,1605,985,1559,1871,1933,1698,1082,502,92,0,0.664575116529222,0.12190749372535,0.330172217585919,0.127000986268113,"5","5",0.80172104697024,0.197561850125493,0,0,0,112031253,11253,"Rest of NSW",45716.8031613344s (~12.7 hours),44129.1031613344s (~12.26 hours),48357.5031613344s (~13.43 hours),20345.3031613344s (~5.65 hours),36825.9031613344s (~10.23 hours),36224.4031613344s (~10.06 hours),20345.3031613344s (~5.65 hours)
"257","Tweed Heads",19418,48.4035431043362,51.6376557832939,27.6599031826141,18.735194149758,3.331960037079,63.9187197304696,2.93746051800379,0.99392316407457,4.23833556493975,5.23225872901432,16.2375115871871,1756,1782,1802,1984,2177,2682,3040,2363,1477,349,4,0.673194356706675,0.0862286797220467,0.315016994541147,0.10057678442682,"3","3",0.972941671930933,0.0274794693619709,0,0,0,112031254,11254,"Rest of NSW",46650.600634086s (~12.96 hours),45071.0413702444s (~12.52 hours),49299.4413702444s (~13.69 hours),21287.2413702444s (~5.91 hours),37767.8413702444s (~10.49 hours),37166.3413702444s (~10.32 hours),21287.2413702444s (~5.91 hours)
"258","Banora Point",15636,46.7894602200051,53.2233307751343,20.3568687643899,21.0859554873369,2.66692248656946,75.1648351648352,2.53479853479853,0.697109235098491,4.32335635712458,5.02046559222308,19.3207981580967,1614,1713,1359,1450,1817,2002,2207,1988,1184,298,5,0.717509157509158,0.0923076923076923,0.317088769506268,0.0924149398823228,"4","4",1,0,0,0,0,112031550,11550,"Rest of NSW",46387.2995601734s (~12.89 hours),44799.5995601734s (~12.44 hours),49027.9995601734s (~13.62 hours),21015.7995601734s (~5.84 hours),37496.3995601734s (~10.42 hours),36894.8995601734s (~10.25 hours),21015.7995601734s (~5.84 hours)
"259","Terranora - North Tumblegum",3249,49.6768236380425,50.2923976608187,18.2517697753155,25.854108956602,3.23176361957525,79.931682322801,2.98889837745517,0.677131425053863,2.0621729763004,2.73930440135426,27.0544783010157,434,529,274,350,453,507,394,210,82,15,0,0.584970111016225,0.0828351836037575,0.364419821483533,0.142197599261311,"8","8",1,0,0,0,0,112031551,11551,"Rest of NSW",46723.5907663897s (~12.98 hours),45135.8907663897s (~12.54 hours),49364.2907663897s (~13.71 hours),21352.0907663897s (~5.93 hours),37832.6907663897s (~10.51 hours),37231.1907663897s (~10.34 hours),21352.0907663897s (~5.93 hours)
"260","Tweed Heads South",8146,45.9857598821508,54.0142401178493,27.7191259513872,16.0937883623864,2.88485146083968,60.8533457682444,2.72790860340406,0.945249202062362,4.56665848269089,5.51190768475325,15.725509452492,715,699,700,703,810,927,1224,1302,884,186,0,0.699463744462579,0.103753788761949,0.266020132580408,0.0645715688681562,"1","1",1,0,0,0,0,112031552,11552,"Rest of NSW",46458.2172659222s (~12.91 hours),44870.5172659222s (~12.46 hours),49098.9172659222s (~13.64 hours),21086.7172659222s (~5.86 hours),37567.3172659222s (~10.44 hours),36965.8172659222s (~10.27 hours),21086.7172659222s (~5.86 hours)
"261","Griffith (NSW)",19143,49.33918403594,50.6660398056731,31.7452854829442,21.2819307318602,2.48132476623309,64.3017275484637,5.55189239087432,0.600741785509063,3.30146789949329,3.90220968500235,20.973724076686,2700,2401,2677,2503,2325,2276,1841,1303,906,208,0,0.624950547276803,0.018726097850455,0.277020320743875,0.0872381549391422,"3","3",0,0,1,0,0,113011256,11256,"Rest of NSW",18027.6752901202s (~5.01 hours),25427.3752953476s (~7.06 hours),19130.2752953476s (~5.31 hours),43258.3752953476s (~12.02 hours),27175.6752953476s (~7.55 hours),26963.3752953476s (~7.49 hours),18027.6752901202s (~5.01 hours)
"262","Griffith Region",12880,52.0341614906832,47.9425465838509,20.0310559006211,22.0962732919255,1.92546583850932,67.0175438596491,2.78752436647173,0.799689440993789,2.48447204968944,3.28416149068323,21.7546583850932,1790,1837,1433,1406,1807,1953,1444,789,349,66,0,0.608187134502924,0.0037037037037037,0.245108695652174,0.0717391304347826,"4","4",0,0,0.851072124756335,0.149512670565302,0,113011257,11257,"Rest of NSW",18743.1838504499s (~5.21 hours),26249.2112395284s (~7.29 hours),19952.1112395284s (~5.54 hours),43940.5318957493s (~12.21 hours),27981.5379537698s (~7.77 hours),27758.0364955011s (~7.71 hours),18743.1838504499s (~5.21 hours)
"263","Leeton",10086,49.177077136625,50.8427523299623,18.8776521911561,20.9002577830656,2.24072972437041,71.5445154943433,2.18888342351205,0.65437239738251,3.32143565338092,3.97580805076343,23.6664683720008,1246,1694,1101,985,1240,1391,1069,844,426,86,0,0.64756517461879,0.00319724545007378,0.223081499107674,0.0768391830259766,"3","3",0,0,1,0,0,113011258,11258,"Rest of NSW",18415.3186608558s (~5.12 hours),23932.0729199683s (~6.65 hours),17634.9729199683s (~4.9 hours),41763.0729199683s (~11.6 hours),25680.3729199683s (~7.13 hours),25468.0729199683s (~7.07 hours),17634.9729199683s (~4.9 hours)
"264","Narrandera",6034,49.6022538945973,50.3314550878356,16.9705004971826,20.6662247265496,2.43619489559165,70.8634461772537,2.20616203879802,0.861783228372556,3.36426914153132,4.22605236990388,19.5227046735167,813,698,553,617,713,885,829,537,313,64,8,0.653480410802587,0.00190186382655002,0.218594630427577,0.0669539277427909,"2","2",0,0,1,0,0,113011259,11259,"Rest of NSW",16420.3172607261s (~4.56 hours),22259.3957260726s (~6.18 hours),15962.2957260726s (~4.43 hours),40090.3957260726s (~11.14 hours),24007.6957260726s (~6.67 hours),23795.3957260726s (~6.61 hours),15962.2957260726s (~4.43 hours)
"265","Tumbarumba",3445,52.5979680696662,47.5181422351234,17.9390420899855,18.8679245283019,2.06095791001451,72.2677595628415,1.77595628415301,0.957910014513788,2.35123367198839,3.30914368650218,16.8940493468795,375,358,311,381,443,555,520,344,132,42,0,0.62431693989071,0.00204918032786885,0.246734397677794,0.074310595065312,"3","3",0,0,1,0,0,113021260,11260,"Rest of NSW",19866.6539235412s (~5.52 hours),20892.0677206094s (~5.8 hours),14308.4402127048s (~3.97 hours),38916.7308134521s (~10.81 hours),22834.0308134521s (~6.34 hours),22621.7308134521s (~6.28 hours),14308.4402127048s (~3.97 hours)
"266","Tumut",6275,48.8446215139442,51.0756972111554,19.6175298804781,21.3545816733068,2.77290836653386,70.2515493984688,2.2602989427634,0.908366533864542,3.9203187250996,4.82868525896414,20.3665338645418,799,752,640,699,760,855,781,585,337,69,4,0.640539555231498,0.00692672256653299,0.235219123505976,0.0752191235059761,"2","2",0,1,0,0,0,113021261,11261,"Rest of NSW",14883.4221481834s (~4.13 hours),16116.1221481834s (~4.48 hours),9819.02214818341s (~2.73 hours),33947.1221481834s (~9.43 hours),17864.4221481834s (~4.96 hours),17652.1221481834s (~4.9 hours),9819.02214818341s (~2.73 hours)
"267","Tumut Region",4715,51.4952279957582,48.525980911983,18.1548250265111,21.3997879109226,2.14209968186638,72.2551928783383,2.52225519287834,0.890774125132556,2.22693531283139,3.11770943796394,20.2332979851538,538,577,364,464,588,753,757,433,213,28,0,0.62809099901088,0.00642927794263106,0.259597030752916,0.0848356309650053,"4","4",0,0.501483679525223,0.498021760633037,0,0,113021262,11262,"Rest of NSW",15851.6838702795s (~4.4 hours),17037.4074674632s (~4.73 hours),10622.227949648s (~2.95 hours),34879.687390655s (~9.69 hours),18796.987390655s (~5.22 hours),18584.687390655s (~5.16 hours),10622.227949648s (~2.95 hours)
"268","Cootamundra",7566,49.0880253766852,50.96484271742,14.842717420037,19.0060798308221,2.40549828178694,76.5490661132523,1.06729914023125,0.660851176315094,3.34390695215437,4.00475812846947,18.7549563838224,840,825,624,697,835,1067,1174,951,452,93,4,0.715683367921731,0.00207530388378298,0.257203277821834,0.0750726936293947,"2","2",0,0.94633857100504,0.0539579009783575,0,0,113031263,11263,"Rest of NSW",10540.9871424788s (~2.93 hours),14776.0034692797s (~4.1 hours),8478.90346927966s (~2.36 hours),32607.0034692797s (~9.06 hours),16524.3034692797s (~4.59 hours),16312.0034692797s (~4.53 hours),8478.90346927966s (~2.36 hours)
"269","Gundagai",3596,50.5005561735261,49.4438264738598,13.4315906562848,22.3581757508343,1.97441601779755,72.9641693811075,2.14983713355049,0.973303670745273,2.97552836484983,3.94883203559511,21.412680756396,435,536,300,376,439,485,492,338,153,35,0,0.653420195439739,0.00390879478827362,0.24888765294772,0.075083426028921,"3","3",0,0.852117263843648,0.145928338762215,0,0,113031264,11264,"Rest of NSW",13058.8982839745s (~3.63 hours),14321.4956545807s (~3.98 hours),8016.67041239967s (~2.23 hours),32152.4956545807s (~8.93 hours),16069.7956545807s (~4.46 hours),15857.4956545807s (~4.4 hours),8016.67041239967s (~2.23 hours)
"270","Junee",6245,56.7333867093675,43.2185748598879,17.5660528422738,18.0144115292234,1.88951160928743,69.0389845874887,3.03717135086129,0.768614891913531,3.04243394715773,3.81104883907126,18.2706164931946,727,698,821,853,852,881,755,434,182,43,0,0.659111514052584,0.00906618313689937,0.210568454763811,0.0635708566853483,"2","2",0,0.867180417044424,0.135086128739801,0,0,113031265,11265,"Rest of NSW",13291.9923832528s (~3.69 hours),17493.469452496s (~4.86 hours),11196.369452496s (~3.11 hours),35324.469452496s (~9.81 hours),19241.769452496s (~5.34 hours),19029.469452496s (~5.29 hours),11196.369452496s (~3.11 hours)
"271","Temora",6717,49.8883430102724,50.1414321869882,12.7884472234629,20.5151109126098,2.17358940002978,74.0508533611982,2.54266805990944,0.789042727408069,3.06684531785023,3.8558880452583,20.7682000893256,845,852,577,589,783,972,943,714,372,75,5,0.711598746081505,0.00104493207941484,0.226887003126396,0.0777132648503796,"3","3",0,0,1,0,0,113031266,11266,"Rest of NSW",13164.6480620155s (~3.66 hours),17859.0698867024s (~4.96 hours),11561.9698867024s (~3.21 hours),35690.0698867024s (~9.91 hours),19607.3698867024s (~5.45 hours),19395.0698867024s (~5.39 hours),11561.9698867024s (~3.21 hours)
"272","Wagga Wagga - East",16585,48.9840217063612,51.0159782936388,14.0066324992463,24.9984926138077,2.33946337051553,79.3030623020063,1.97616533413788,0.729574917093759,3.58154959300573,4.31112451009949,25.6858607175158,2256,2355,1914,1995,2133,2089,1972,1217,562,80,0,0.616080856841153,0.0413335344697541,0.347603255954175,0.142839915586373,"6","6",0,1,0,0,0,113031267,11267,"Rest of NSW",15841.5027514632s (~4.4 hours),17848.8744584565s (~4.96 hours),11551.7744584565s (~3.21 hours),35679.8744584565s (~9.91 hours),19597.1744584565s (~5.44 hours),19384.8744584565s (~5.38 hours),11551.7744584565s (~3.21 hours)
"273","Wagga Wagga - North",4404,46.9346049046322,53.0199818346957,17.3478655767484,21.3669391462307,2.88374205267938,72.0588235294118,1.93850267379679,0.454132606721163,2.2252497729337,2.67938237965486,37.8519527702089,560,640,1084,562,489,413,257,209,149,37,0,0.568850267379679,0.0929144385026738,0.4688919164396,0.164623069936421,"8","7",0,1,0,0,0,113031268,11268,"Rest of NSW",15212.3285162463s (~4.23 hours),18033.978459441s (~5.01 hours),11736.878459441s (~3.26 hours),35864.978459441s (~9.96 hours),19782.278459441s (~5.5 hours),19569.978459441s (~5.44 hours),11736.878459441s (~3.26 hours)
"274","Wagga Wagga - South",21266,48.1660867111822,51.8198062635192,15.0427913100724,24.0853945264742,2.92485657857613,75.3005085529357,2.62367082755432,0.794695758487727,4.18508417191762,4.97977993040534,26.1403178783034,3237,2925,2900,2814,2696,2529,2035,1223,699,215,0,0.645631067961165,0.040453074433657,0.319665193266247,0.118875199849525,"4","4",0,1,0,0,0,113031269,11269,"Rest of NSW",15592.8574172341s (~4.33 hours),17999.0383376379s (~5 hours),11701.9383376379s (~3.25 hours),35830.0383376379s (~9.95 hours),19747.3383376379s (~5.49 hours),19535.0383376379s (~5.43 hours),11701.9383376379s (~3.25 hours)
"275","Wagga Wagga - West",12155,48.9016865487454,51.1065405183052,19.7038255861785,18.7001234060058,3.58700123406006,67.3145206503457,3.04615959633713,0.863842040312628,4.179350061703,5.04319210201563,21.7770464829288,1387,1391,2392,1581,1256,1407,1172,854,535,173,4,0.634834610353205,0.0392450009344048,0.370876182640889,0.148992184286302,"3","3",0,1,0,0,0,113031270,11270,"Rest of NSW",15445.291789266s (~4.29 hours),17860.0802498562s (~4.96 hours),11562.9802498562s (~3.21 hours),35691.0802498562s (~9.91 hours),19608.3802498562s (~5.45 hours),19396.0802498562s (~5.39 hours),11562.9802498562s (~3.21 hours)
"276","Wagga Wagga Region",14819,50.7726567244753,49.207098994534,14.9132869964235,23.3821445441663,2.01768000539847,72.8748472682842,2.00733112235992,0.762534583980026,2.6452527161077,3.40778730008773,24.3471219380525,2099,2060,1681,1570,1868,2066,1808,1093,488,81,0,0.619130738348752,0.0120439867341595,0.283352452932047,0.0967676631351643,"6","5",0,0.702740443358352,0.297434107174027,0,0,113031271,11271,"Rest of NSW",16171.0475410945s (~4.49 hours),18861.1489751742s (~5.24 hours),12564.0489751742s (~3.49 hours),36692.1489751742s (~10.19 hours),20609.4489751742s (~5.72 hours),20397.1489751742s (~5.67 hours),12564.0489751742s (~3.49 hours)
"277","Berry - Kangaroo Valley",8788,48.5776058261265,51.3199817933546,24.2375967228038,20.414201183432,1.24032771961766,73.9835370416563,1.44674482414567,0.648611743286299,2.19617660446063,2.84478834774693,16.8297678652708,834,769,558,712,883,1316,1652,1323,623,120,0,0.611873285108506,0.0486405587428286,0.368912152935822,0.178994082840237,"7","7",0,1,0,0,0,114011272,11272,"Rest of NSW",16967.9850369528s (~4.71 hours),1187.5101762365s (~19.79 minutes),10941.9380557135s (~3.04 hours),23906.1077430358s (~6.64 hours),7552.00295622513s (~2.1 hours),7836.90961910176s (~2.18 hours),1187.5101762365s (~19.79 minutes)
"278","Callala Bay - Currarong",3611,50.7615618942121,49.4599833841041,22.902243145943,18.4990307394074,2.85239545832179,74.0202275600506,2.21238938053097,0.858487953475492,3.48933813348103,4.34782608695652,19.8559955690944,290,442,291,239,433,590,640,490,173,27,0,0.701643489254109,0.0625790139064475,0.296316809747992,0.103849349210745,"4","4",0,1,0,0,0,114011273,11273,"Rest of NSW",18281.1220470263s (~5.08 hours),1724.02204702628s (~28.73 minutes),11301.0801106501s (~3.14 hours),25918.7220470263s (~7.2 hours),9517.72204702628s (~2.64 hours),9891.42204702628s (~2.75 hours),1724.02204702628s (~28.73 minutes)
"279","Culburra Beach",4962,51.1084240225715,48.8109633212414,20.3143893591294,18.1176944780331,2.80128980249899,73.931808372896,2.15796288303841,1.04796453043128,3.2043530834341,4.25231761386538,14.8528819024587,423,449,409,422,482,777,869,700,351,68,3,0.711696158826068,0.0289167026327147,0.253929866989117,0.0868601370415155,"3","3",0,1,0,0,0,114011274,11274,"Rest of NSW",17981.3366524995s (~4.99 hours),1424.42133171423s (~23.74 minutes),11447.3484112528s (~3.18 hours),25618.9366524995s (~7.12 hours),9217.93665249949s (~2.56 hours),9591.6366524995s (~2.66 hours),1424.42133171423s (~23.74 minutes)
"280","Ettrema - Sassafras - Budawang",54,57.4074074074074,35.1851851851852,27.7777777777778,18.5185185185185,0,68.1818181818182,0,0,0,0,27.7777777777778,7,0,4,0,7,12,20,0,0,0,0,0.863636363636364,0,0.425925925925926,0.185185185185185,"6","7",0,1,0,0,0,114011275,11275,"Rest of NSW",17459.4770833333s (~4.85 hours),3449.74166666667s (~57.5 minutes),8892.24375s (~2.47 hours),27644.4416666667s (~7.68 hours),11243.4416666667s (~3.12 hours),11617.1416666667s (~3.23 hours),3449.74166666667s (~57.5 minutes)
